Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology IDs	Gene Ontology (GO)
Q55509	unreviewed	Q55509_SYNY3	Sll0536 protein	sll0536	Synechocystis sp. (strain PCC 6803 / Kazusa)	356	GO:0006813; GO:0008324; GO:0016020	membrane [GO:0016020]; monoatomic cation transmembrane transporter activity [GO:0008324]; potassium ion transport [GO:0006813]
Q55514	unreviewed	Q55514_SYNY3	Slr0552 protein	slr0552	Synechocystis sp. (strain PCC 6803 / Kazusa)	244		
Q55516	unreviewed	Q55516_SYNY3	Slr0554 protein	slr0554	Synechocystis sp. (strain PCC 6803 / Kazusa)	1036		
Q55517	unreviewed	Q55517_SYNY3	Sll0529 protein	sll0529	Synechocystis sp. (strain PCC 6803 / Kazusa)	731	GO:0005975; GO:0016832	aldehyde-lyase activity [GO:0016832]; carbohydrate metabolic process [GO:0005975]
Q55519	unreviewed	Q55519_SYNY3	Sll0525 protein	sll0525	Synechocystis sp. (strain PCC 6803 / Kazusa)	131		
Q55520	unreviewed	Q55520_SYNY3	Ssl1004 protein	ssl1004	Synechocystis sp. (strain PCC 6803 / Kazusa)	92	GO:0097351	toxin sequestering activity [GO:0097351]
Q55521	unreviewed	Q55521_SYNY3	Sll0524 protein	sll0524	Synechocystis sp. (strain PCC 6803 / Kazusa)	447	GO:0005886	plasma membrane [GO:0005886]
Q55524	unreviewed	Q55524_SYNY3	Slr0320 protein	slr0320	Synechocystis sp. (strain PCC 6803 / Kazusa)	531	GO:0003824; GO:0051536	catalytic activity [GO:0003824]; iron-sulfur cluster binding [GO:0051536]
Q55525	unreviewed	Q55525_SYNY3	RNA polymerase sigma factor	rpoD	Synechocystis sp. (strain PCC 6803 / Kazusa)	345	GO:0003677; GO:0006352; GO:0016987	DNA binding [GO:0003677]; sigma factor activity [GO:0016987]; DNA-templated transcription initiation [GO:0006352]
Q55528	unreviewed	Q55528_SYNY3	Alpha-mannosidase	ams1	Synechocystis sp. (strain PCC 6803 / Kazusa)	1042	GO:0004559; GO:0006013; GO:0009313; GO:0030246; GO:0046872	alpha-mannosidase activity [GO:0004559]; carbohydrate binding [GO:0030246]; metal ion binding [GO:0046872]; mannose metabolic process [GO:0006013]; oligosaccharide catabolic process [GO:0009313]
Q55529	unreviewed	Q55529_SYNY3	OppC in a binding protein-dependent transport system	slr0324	Synechocystis sp. (strain PCC 6803 / Kazusa)	294	GO:0005886; GO:0055085	plasma membrane [GO:0005886]; transmembrane transport [GO:0055085]
Q55530	unreviewed	Q55530_SYNY3	Slr0325 protein	slr0325	Synechocystis sp. (strain PCC 6803 / Kazusa)	161		
Q55531	unreviewed	Q55531_SYNY3	Sll0301 protein	sll0301	Synechocystis sp. (strain PCC 6803 / Kazusa)	169		
Q55532	unreviewed	Q55532_SYNY3	Riboflavin synthase alpha chain	ribC	Synechocystis sp. (strain PCC 6803 / Kazusa)	226	GO:0004746; GO:0009231	riboflavin synthase activity [GO:0004746]; riboflavin biosynthetic process [GO:0009231]
Q55533	unreviewed	Q55533_SYNY3	Slr0326 protein	slr0326	Synechocystis sp. (strain PCC 6803 / Kazusa)	147		
Q55534	unreviewed	Q55534_SYNY3	Iron utilization protein	hitB	Synechocystis sp. (strain PCC 6803 / Kazusa)	557	GO:0005886; GO:0055085	plasma membrane [GO:0005886]; transmembrane transport [GO:0055085]
Q55536	unreviewed	Q55536_SYNY3	Xylose repressor	xylR	Synechocystis sp. (strain PCC 6803 / Kazusa)	327		
Q55537	unreviewed	Q55537_SYNY3	Sll0298 protein	sll0298	Synechocystis sp. (strain PCC 6803 / Kazusa)	210	GO:0016020	membrane [GO:0016020]
Q55538	unreviewed	Q55538_SYNY3	Sll0297 protein	sll0297	Synechocystis sp. (strain PCC 6803 / Kazusa)	195		
Q55539	unreviewed	Q55539_SYNY3	Unidentified open reading frame	sll0296	Synechocystis sp. (strain PCC 6803 / Kazusa)	186		
Q55540	unreviewed	Q55540_SYNY3	Response regulator like protein	ssl0564	Synechocystis sp. (strain PCC 6803 / Kazusa)	89	GO:0003677; GO:0006355	DNA binding [GO:0003677]; regulation of DNA-templated transcription [GO:0006355]
Q55541	unreviewed	Q55541_SYNY3	Slr0333 protein	slr0333	Synechocystis sp. (strain PCC 6803 / Kazusa)	106		
Q55542	unreviewed	Q55542_SYNY3	Slr0334 protein	slr0334	Synechocystis sp. (strain PCC 6803 / Kazusa)	110		
Q55543	unreviewed	Q55543_SYNY3	Sll0295 protein	sll0295	Synechocystis sp. (strain PCC 6803 / Kazusa)	268	GO:0005829; GO:0006281; GO:0008967; GO:0016311	cytosol [GO:0005829]; phosphoglycolate phosphatase activity [GO:0008967]; dephosphorylation [GO:0016311]; DNA repair [GO:0006281]
Q55545	unreviewed	Q55545_SYNY3	Slr0337 protein	slr0337	Synechocystis sp. (strain PCC 6803 / Kazusa)	729	GO:0003824; GO:0005975	catalytic activity [GO:0003824]; carbohydrate metabolic process [GO:0005975]
Q55546	unreviewed	Q55546_SYNY3	Sll0294 protein	sll0294	Synechocystis sp. (strain PCC 6803 / Kazusa)	400		
Q55547	unreviewed	Q55547_SYNY3	Sll0293 protein	sll0293	Synechocystis sp. (strain PCC 6803 / Kazusa)	170		
Q55548	unreviewed	Q55548_SYNY3	Slr0338 protein	slr0338	Synechocystis sp. (strain PCC 6803 / Kazusa)	364	GO:0000166	nucleotide binding [GO:0000166]
Q55549	unreviewed	Q55549_SYNY3	Slr0168 protein	slr0168	Synechocystis sp. (strain PCC 6803 / Kazusa)	643		
Q55551	unreviewed	Q55551_SYNY3	Ycf37 gene product	ycf37	Synechocystis sp. (strain PCC 6803 / Kazusa)	175	GO:0016020	membrane [GO:0016020]
Q55552	unreviewed	Q55552_SYNY3	IMP dehydrogenase	guaB	Synechocystis sp. (strain PCC 6803 / Kazusa)	155		
Q55553	unreviewed	Q55553_SYNY3	Sll0177 protein	sll0177	Synechocystis sp. (strain PCC 6803 / Kazusa)	442	GO:0000150; GO:0003677; GO:0006310	DNA binding [GO:0003677]; DNA strand exchange activity [GO:0000150]; DNA recombination [GO:0006310]
Q55554	unreviewed	Q55554_SYNY3	Sll0176 protein	sll0176	Synechocystis sp. (strain PCC 6803 / Kazusa)	167	GO:0003677; GO:0045892; GO:0046872	DNA binding [GO:0003677]; metal ion binding [GO:0046872]; negative regulation of DNA-templated transcription [GO:0045892]
Q55555	unreviewed	Q55555_SYNY3	Putative ORF1	sll0175	Synechocystis sp. (strain PCC 6803 / Kazusa)	540		
Q55556	unreviewed	Q55556_SYNY3	Sll0174 protein	sll0174	Synechocystis sp. (strain PCC 6803 / Kazusa)	284		
Q55558	unreviewed	Q55558_SYNY3	Sll0172 protein	sll0172	Synechocystis sp. (strain PCC 6803 / Kazusa)	152	GO:0030288	outer membrane-bounded periplasmic space [GO:0030288]
Q55560	unreviewed	Q55560_SYNY3	Sll0168 protein	sll0168	Synechocystis sp. (strain PCC 6803 / Kazusa)	111		
Q55561	unreviewed	Q55561_SYNY3	Sll0167 protein	sll0167	Synechocystis sp. (strain PCC 6803 / Kazusa)	164		
Q55564	unreviewed	Q55564_SYNY3	Sll0162 protein	sll0162	Synechocystis sp. (strain PCC 6803 / Kazusa)	194		
Q55565	unreviewed	Q55565_SYNY3	Slr0179 protein	slr0179	Synechocystis sp. (strain PCC 6803 / Kazusa)	357	GO:0003924; GO:0005525; GO:0016020	membrane [GO:0016020]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]
Q55567	unreviewed	Q55567_SYNY3	Transposase	sll0161	Synechocystis sp. (strain PCC 6803 / Kazusa)	100	GO:0003677; GO:0004803; GO:0006313	DNA binding [GO:0003677]; transposase activity [GO:0004803]; transposition, DNA-mediated [GO:0006313]
Q55568	unreviewed	Q55568_SYNY3	Transposase	ssl0296	Synechocystis sp. (strain PCC 6803 / Kazusa)	84		
Q55570	unreviewed	Q55570_SYNY3	Sll0160 protein	sll0160	Synechocystis sp. (strain PCC 6803 / Kazusa)	224	GO:0005886; GO:0009055; GO:0022904	plasma membrane [GO:0005886]; electron transfer activity [GO:0009055]; respiratory electron transport chain [GO:0022904]
Q55571	unreviewed	Q55571_SYNY3	Sll0157 protein	sll0157	Synechocystis sp. (strain PCC 6803 / Kazusa)	256		
Q55572	unreviewed	Q55572_SYNY3	Sll0156 protein	sll0156	Synechocystis sp. (strain PCC 6803 / Kazusa)	208		
Q55573	unreviewed	Q55573_SYNY3	Slr0184 protein	slr0184	Synechocystis sp. (strain PCC 6803 / Kazusa)	206		
Q55576	unreviewed	Q55576_SYNY3	Slr0359 protein	slr0359	Synechocystis sp. (strain PCC 6803 / Kazusa)	1244		
Q55577	unreviewed	Q55577_SYNY3	Slr0360 protein	slr0360	Synechocystis sp. (strain PCC 6803 / Kazusa)	535	GO:0016020	membrane [GO:0016020]
Q55579	unreviewed	Q55579_SYNY3	Slr0362 protein	slr0362	Synechocystis sp. (strain PCC 6803 / Kazusa)	184	GO:0008962; GO:0016791	phosphatase activity [GO:0016791]; phosphatidylglycerophosphatase activity [GO:0008962]
Q55580	unreviewed	Q55580_SYNY3	Sll0350 protein	sll0350	Synechocystis sp. (strain PCC 6803 / Kazusa)	803	GO:0009279	cell outer membrane [GO:0009279]
Q55581	unreviewed	Q55581_SYNY3	Slr0363 protein	slr0363	Synechocystis sp. (strain PCC 6803 / Kazusa)	203		
Q55582	unreviewed	Q55582_SYNY3	Slr0364 protein	slr0364	Synechocystis sp. (strain PCC 6803 / Kazusa)	3029		
Q55583	unreviewed	Q55583_SYNY3	Slr0366 protein	slr0366	Synechocystis sp. (strain PCC 6803 / Kazusa)	1742	GO:0005509	calcium ion binding [GO:0005509]
Q55584	unreviewed	Q55584_SYNY3	Cation or drug efflux system protein	slr0369	Synechocystis sp. (strain PCC 6803 / Kazusa)	1083	GO:0005886; GO:0015562; GO:0042910	plasma membrane [GO:0005886]; efflux transmembrane transporter activity [GO:0015562]; xenobiotic transmembrane transporter activity [GO:0042910]
Q55588	unreviewed	Q55588_SYNY3	Slr0373 protein	slr0373	Synechocystis sp. (strain PCC 6803 / Kazusa)	126	GO:0006355	regulation of DNA-templated transcription [GO:0006355]
Q55589	unreviewed	Q55589_SYNY3	Cell division cycle protein	slr0374	Synechocystis sp. (strain PCC 6803 / Kazusa)	501	GO:0005524; GO:0016887; GO:0051301	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; cell division [GO:0051301]
Q55590	unreviewed	Q55590_SYNY3	Slr0376 protein	slr0376	Synechocystis sp. (strain PCC 6803 / Kazusa)	116		
Q55591	unreviewed	Q55591_SYNY3	Slr0377 protein	slr0377	Synechocystis sp. (strain PCC 6803 / Kazusa)	409		
Q55592	unreviewed	Q55592_SYNY3	7-beta-(4-carbaxybutanamido)cephalosporanic acid acylase	slr0378	Synechocystis sp. (strain PCC 6803 / Kazusa)	704	GO:0016811; GO:0017000; GO:0046872	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides [GO:0016811]; metal ion binding [GO:0046872]; antibiotic biosynthetic process [GO:0017000]
Q55594	unreviewed	Q55594_SYNY3	Slr0380 protein	slr0380	Synechocystis sp. (strain PCC 6803 / Kazusa)	459		
Q55596	unreviewed	Q55596_SYNY3	3-ketoacyl-acyl carrier protein reductase	fabG	Synechocystis sp. (strain PCC 6803 / Kazusa)	259	GO:0016491	oxidoreductase activity [GO:0016491]
Q55597	unreviewed	Q55597_SYNY3	Slr0383 protein	slr0383	Synechocystis sp. (strain PCC 6803 / Kazusa)	186	GO:0003676; GO:0008168; GO:0031167	methyltransferase activity [GO:0008168]; nucleic acid binding [GO:0003676]; rRNA methylation [GO:0031167]
Q55598	unreviewed	Q55598_SYNY3	Slr0384 protein	slr0384	Synechocystis sp. (strain PCC 6803 / Kazusa)	409	GO:0016757	glycosyltransferase activity [GO:0016757]
Q55599	unreviewed	Q55599_SYNY3	Sll0328 protein	sll0328	Synechocystis sp. (strain PCC 6803 / Kazusa)	139	GO:0003676	nucleic acid binding [GO:0003676]
Q55600	unreviewed	Q55600_SYNY3	Sll0327 protein	sll0327	Synechocystis sp. (strain PCC 6803 / Kazusa)	139	GO:0016020	membrane [GO:0016020]
Q55601	unreviewed	Q55601_SYNY3	Slr0386 protein	slr0386	Synechocystis sp. (strain PCC 6803 / Kazusa)	412	GO:0016020; GO:0016788	membrane [GO:0016020]; hydrolase activity, acting on ester bonds [GO:0016788]
Q55602	unreviewed	Q55602_SYNY3	NifS protein	nifS	Synechocystis sp. (strain PCC 6803 / Kazusa)	386	GO:0031071	cysteine desulfurase activity [GO:0031071]
Q55603	unreviewed	Q55603_SYNY3	Slr0388 protein	slr0388	Synechocystis sp. (strain PCC 6803 / Kazusa)	224		
Q55604	unreviewed	Q55604_SYNY3	Slr0769 protein	slr0769	Synechocystis sp. (strain PCC 6803 / Kazusa)	204	GO:0016740; GO:0018104; GO:0071972	peptidoglycan L,D-transpeptidase activity [GO:0071972]; transferase activity [GO:0016740]; peptidoglycan-protein cross-linking [GO:0018104]
Q55605	unreviewed	Q55605_SYNY3	Slr0770 protein	slr0770	Synechocystis sp. (strain PCC 6803 / Kazusa)	106		
Q55606	unreviewed	Q55606_SYNY3	Slr0771 protein	slr0771	Synechocystis sp. (strain PCC 6803 / Kazusa)	111		
Q55608	unreviewed	Q55608_SYNY3	Slr0773 protein	slr0773	Synechocystis sp. (strain PCC 6803 / Kazusa)	226	GO:0006813; GO:0008324	monoatomic cation transmembrane transporter activity [GO:0008324]; potassium ion transport [GO:0006813]
Q55614	unreviewed	Q55614_SYNY3	High-affinity branched-chain amino acid transport ATP-binding protein	livG	Synechocystis sp. (strain PCC 6803 / Kazusa)	373	GO:0005524; GO:0005886; GO:0016887	plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]
Q55615	unreviewed	Q55615_SYNY3	Sll0763 protein	sll0763	Synechocystis sp. (strain PCC 6803 / Kazusa)	119		
Q55616	unreviewed	Q55616_SYNY3	Sll0762 protein	sll0762	Synechocystis sp. (strain PCC 6803 / Kazusa)	116		
Q55617	unreviewed	Q55617_SYNY3	Sll0761 protein	sll0761	Synechocystis sp. (strain PCC 6803 / Kazusa)	119		
Q55619	unreviewed	Q55619_SYNY3	ABC transporter	sll0759	Synechocystis sp. (strain PCC 6803 / Kazusa)	347	GO:0005524	ATP binding [GO:0005524]
Q55620	unreviewed	Q55620_SYNY3	Slr0779 protein	slr0779	Synechocystis sp. (strain PCC 6803 / Kazusa)	206	GO:0016020	membrane [GO:0016020]
Q55623	unreviewed	Q55623_SYNY3	Sll0756 protein	sll0756	Synechocystis sp. (strain PCC 6803 / Kazusa)	202		
Q55627	unreviewed	Q55627_SYNY3	Sll0752 protein	sll0752	Synechocystis sp. (strain PCC 6803 / Kazusa)	287		
Q55628	unreviewed	Q55628_SYNY3	Ycf22 protein	ycf22	Synechocystis sp. (strain PCC 6803 / Kazusa)	169	GO:0016020	membrane [GO:0016020]
Q55631	unreviewed	Q55631_SYNY3	Sll0749 protein	sll0749	Synechocystis sp. (strain PCC 6803 / Kazusa)	199		
Q55632	unreviewed	Q55632_SYNY3	Slr0784 protein	slr0784	Synechocystis sp. (strain PCC 6803 / Kazusa)	340	GO:0016020; GO:0055085	membrane [GO:0016020]; transmembrane transport [GO:0055085]
Q55633	unreviewed	Q55633_SYNY3	Slr0341 protein	slr0341	Synechocystis sp. (strain PCC 6803 / Kazusa)	318	GO:0030288	outer membrane-bounded periplasmic space [GO:0030288]
Q55634	unreviewed	Q55634_SYNY3	Sll0325 protein	sll0325	Synechocystis sp. (strain PCC 6803 / Kazusa)	496	GO:0016020	membrane [GO:0016020]
Q55635	unreviewed	Q55635_SYNY3	Mannosyl transferase	rfbW	Synechocystis sp. (strain PCC 6803 / Kazusa)	473	GO:0016757	glycosyltransferase activity [GO:0016757]
Q55636	unreviewed	Q55636_SYNY3	Slr0345 protein	slr0345	Synechocystis sp. (strain PCC 6803 / Kazusa)	135	GO:0016020	membrane [GO:0016020]
Q55639	unreviewed	Q55639_SYNY3	Sll0321 protein	sll0321	Synechocystis sp. (strain PCC 6803 / Kazusa)	498	GO:0005737; GO:0016491	cytoplasm [GO:0005737]; oxidoreductase activity [GO:0016491]
Q55640	unreviewed	Q55640_SYNY3	Slr0347 protein	slr0347	Synechocystis sp. (strain PCC 6803 / Kazusa)	261	GO:0005886; GO:0022857; GO:0055085	plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]; transmembrane transport [GO:0055085]
Q55641	unreviewed	Q55641_SYNY3	Ribonuclease D	rnd	Synechocystis sp. (strain PCC 6803 / Kazusa)	217	GO:0003676; GO:0006139; GO:0008408	3'-5' exonuclease activity [GO:0008408]; nucleic acid binding [GO:0003676]; nucleobase-containing compound metabolic process [GO:0006139]
Q55644	unreviewed	Q55644_SYNY3	Transposase	sll0317	Synechocystis sp. (strain PCC 6803 / Kazusa)	132	GO:0003677; GO:0004803; GO:0006313; GO:0016020	membrane [GO:0016020]; DNA binding [GO:0003677]; transposase activity [GO:0004803]; transposition, DNA-mediated [GO:0006313]
Q55645	unreviewed	Q55645_SYNY3	Transposase	slr0352	Synechocystis sp. (strain PCC 6803 / Kazusa)	282	GO:0003676	nucleic acid binding [GO:0003676]
Q55646	unreviewed	Q55646_SYNY3	Transposase	sll0315	Synechocystis sp. (strain PCC 6803 / Kazusa)	227	GO:0003677; GO:0004803; GO:0006313	DNA binding [GO:0003677]; transposase activity [GO:0004803]; transposition, DNA-mediated [GO:0006313]
Q55647	unreviewed	Q55647_SYNY3	Slr0353 protein	slr0353	Synechocystis sp. (strain PCC 6803 / Kazusa)	121	GO:0016020	membrane [GO:0016020]
Q55648	unreviewed	Q55648_SYNY3	Sll0314 protein	sll0314	Synechocystis sp. (strain PCC 6803 / Kazusa)	314	GO:0030288	outer membrane-bounded periplasmic space [GO:0030288]
Q55649	unreviewed	Q55649_SYNY3	ABC transporter	slr0354	Synechocystis sp. (strain PCC 6803 / Kazusa)	210	GO:0005524; GO:0016887; GO:0042626; GO:0043190	ATP-binding cassette (ABC) transporter complex [GO:0043190]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATPase-coupled transmembrane transporter activity [GO:0042626]
Q55651	unreviewed	Q55651_SYNY3	Slr0356 protein	slr0356	Synechocystis sp. (strain PCC 6803 / Kazusa)	196		
Q55652	unreviewed	Q55652_SYNY3	OppB in a binding protein-dependent transport system	sll0312	Synechocystis sp. (strain PCC 6803 / Kazusa)	337	GO:0005886; GO:0055085	plasma membrane [GO:0005886]; transmembrane transport [GO:0055085]
Q55654	unreviewed	Q55654_SYNY3	Slr0358 protein	slr0358	Synechocystis sp. (strain PCC 6803 / Kazusa)	374		
Q55655	unreviewed	Q55655_SYNY3	Sll0310 protein	sll0310	Synechocystis sp. (strain PCC 6803 / Kazusa)	302	GO:0016747	acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]
Q55656	unreviewed	Q55656_SYNY3	Sll0309 protein	sll0309	Synechocystis sp. (strain PCC 6803 / Kazusa)	232		
Q55657	unreviewed	Q55657_SYNY3	Sll0024 protein	sll0024	Synechocystis sp. (strain PCC 6803 / Kazusa)	273	GO:0016491	oxidoreductase activity [GO:0016491]
Q55658	unreviewed	Q55658_SYNY3	Sll0023 protein	sll0023	Synechocystis sp. (strain PCC 6803 / Kazusa)	447	GO:0016874	ligase activity [GO:0016874]
Q55659	unreviewed	Q55659_SYNY3	Sll0022 protein	sll0022	Synechocystis sp. (strain PCC 6803 / Kazusa)	249		
Q55660	unreviewed	Q55660_SYNY3	Slr0001 protein	slr0001	Synechocystis sp. (strain PCC 6803 / Kazusa)	160	GO:0010181; GO:0042602	FMN binding [GO:0010181]; riboflavin reductase (NADPH) activity [GO:0042602]
Q55667	unreviewed	Q55667_SYNY3	Slr0006 protein	slr0006	Synechocystis sp. (strain PCC 6803 / Kazusa)	217	GO:0000049; GO:0003725; GO:0005737; GO:0006450; GO:0016779	cytoplasm [GO:0005737]; double-stranded RNA binding [GO:0003725]; nucleotidyltransferase activity [GO:0016779]; tRNA binding [GO:0000049]; regulation of translational fidelity [GO:0006450]
Q55668	unreviewed	Q55668_SYNY3	Slr0007 protein	slr0007	Synechocystis sp. (strain PCC 6803 / Kazusa)	253	GO:0009058; GO:0016779	nucleotidyltransferase activity [GO:0016779]; biosynthetic process [GO:0009058]
Q55671	unreviewed	Q55671_SYNY3	Slr0013 protein	slr0013	Synechocystis sp. (strain PCC 6803 / Kazusa)	175	GO:0016020	membrane [GO:0016020]
Q55672	unreviewed	Q55672_SYNY3	Slr0016 protein	slr0016	Synechocystis sp. (strain PCC 6803 / Kazusa)	182	GO:0016020	membrane [GO:0016020]
Q55675	unreviewed	Q55675_SYNY3	Sll0010 protein	sll0010	Synechocystis sp. (strain PCC 6803 / Kazusa)	126		
Q55676	unreviewed	Q55676_SYNY3	Slr0019 protein	slr0019	Synechocystis sp. (strain PCC 6803 / Kazusa)	892	GO:0009297; GO:0015473; GO:0016020	membrane [GO:0016020]; fimbrial usher porin activity [GO:0015473]; pilus assembly [GO:0009297]
Q55677	unreviewed	Q55677_SYNY3	Sll0008 protein	sll0008	Synechocystis sp. (strain PCC 6803 / Kazusa)	169		
Q55678	unreviewed	Q55678_SYNY3	Sll0007 protein	sll0007	Synechocystis sp. (strain PCC 6803 / Kazusa)	191		
Q55679	unreviewed	Q55679_SYNY3	Aspartate aminotransferase	aspC	Synechocystis sp. (strain PCC 6803 / Kazusa)	394	GO:0008483; GO:0009058; GO:0030170	pyridoxal phosphate binding [GO:0030170]; transaminase activity [GO:0008483]; biosynthetic process [GO:0009058]
Q55686	unreviewed	Q55686_SYNY3	Slr0217 protein	slr0217	Synechocystis sp. (strain PCC 6803 / Kazusa)	140		
Q55689	unreviewed	Q55689_SYNY3	Glucose-1-phosphate thymidylyltransferase	rfbA	Synechocystis sp. (strain PCC 6803 / Kazusa)	393	GO:0009058; GO:0016779	nucleotidyltransferase activity [GO:0016779]; biosynthetic process [GO:0009058]
Q55691	unreviewed	Q55691_SYNY3	Sll0205 protein	sll0205	Synechocystis sp. (strain PCC 6803 / Kazusa)	125		
Q55695	unreviewed	Q55695_SYNY3	Slr0224 protein	slr0224	Synechocystis sp. (strain PCC 6803 / Kazusa)	231	GO:0005506; GO:0008610; GO:0016020; GO:0016491	membrane [GO:0016020]; iron ion binding [GO:0005506]; oxidoreductase activity [GO:0016491]; lipid biosynthetic process [GO:0008610]
Q55696	unreviewed	Q55696_SYNY3	Transposase	sll0201 sll0651 sll0700 sll1257 sll1437 sll1984 slr0857 slr1716 slr1937 slr2113 slr7105	Synechocystis sp. (strain PCC 6803 / Kazusa)	164	GO:0003676	nucleic acid binding [GO:0003676]
Q55697	unreviewed	Q55697_SYNY3	Transposase	sll0200 sll0699 sll1256 sll1436 sll1983 slr1715 slr1936 slr7104	Synechocystis sp. (strain PCC 6803 / Kazusa)	119		
Q55698	unreviewed	Q55698_SYNY3	Slr0226 protein	slr0226	Synechocystis sp. (strain PCC 6803 / Kazusa)	482	GO:0016020	membrane [GO:0016020]
Q55699	unreviewed	Q55699_SYNY3	Sll0198 protein	sll0198	Synechocystis sp. (strain PCC 6803 / Kazusa)	191		
Q55701	unreviewed	Q55701_SYNY3	ATP-dependent proteinase BsgA	sll0195	Synechocystis sp. (strain PCC 6803 / Kazusa)	214		
Q55703	unreviewed	Q55703_SYNY3	Slr0231 protein	slr0231	Synechocystis sp. (strain PCC 6803 / Kazusa)	152	GO:0005737; GO:0006285; GO:0006307; GO:0008725; GO:0032131; GO:0032993; GO:0043916	cytoplasm [GO:0005737]; protein-DNA complex [GO:0032993]; alkylated DNA binding [GO:0032131]; DNA-3-methyladenine glycosylase activity [GO:0008725]; DNA-7-methylguanine glycosylase activity [GO:0043916]; base-excision repair, AP site formation [GO:0006285]; DNA dealkylation involved in DNA repair [GO:0006307]
Q55704	unreviewed	Q55704_SYNY3	Sll0192 protein	sll0192	Synechocystis sp. (strain PCC 6803 / Kazusa)	423		
Q55708	unreviewed	Q55708_SYNY3	Slr0630 protein	slr0630	Synechocystis sp. (strain PCC 6803 / Kazusa)	219		
Q55711	unreviewed	Q55711_SYNY3	Slr0634 protein	slr0634	Synechocystis sp. (strain PCC 6803 / Kazusa)	192		
Q55712	unreviewed	Q55712_SYNY3	Slr0635 protein	slr0635	Synechocystis sp. (strain PCC 6803 / Kazusa)	312	GO:0016226	iron-sulfur cluster assembly [GO:0016226]
Q55713	unreviewed	Q55713_SYNY3	Sll0611 protein	sll0611	Synechocystis sp. (strain PCC 6803 / Kazusa)	148		
Q55715	unreviewed	Q55715_SYNY3	Slr0637 protein	slr0637	Synechocystis sp. (strain PCC 6803 / Kazusa)	261	GO:0016020	membrane [GO:0016020]
Q55719	unreviewed	Q55719_SYNY3	Sll0609 protein	sll0609	Synechocystis sp. (strain PCC 6803 / Kazusa)	121	GO:0016020	membrane [GO:0016020]
Q55722	unreviewed	Q55722_SYNY3	Slr0643 protein	slr0643	Synechocystis sp. (strain PCC 6803 / Kazusa)	493	GO:0016020	membrane [GO:0016020]
Q55723	unreviewed	Q55723_SYNY3	Sll0606 protein	sll0606	Synechocystis sp. (strain PCC 6803 / Kazusa)	476	GO:0016020	membrane [GO:0016020]
Q55726	unreviewed	Q55726_SYNY3	Sll0602 protein	sll0602	Synechocystis sp. (strain PCC 6803 / Kazusa)	691	GO:0016020	membrane [GO:0016020]
Q55727	unreviewed	Q55727_SYNY3	Slr0645 protein	slr0645	Synechocystis sp. (strain PCC 6803 / Kazusa)	206		
Q55728	unreviewed	Q55728_SYNY3	Penicillin-binding protein 4	dacB	Synechocystis sp. (strain PCC 6803 / Kazusa)	486	GO:0000270; GO:0004185; GO:0006508	serine-type carboxypeptidase activity [GO:0004185]; peptidoglycan metabolic process [GO:0000270]; proteolysis [GO:0006508]
Q55730	unreviewed	Q55730_SYNY3	Slr0650 protein	slr0650	Synechocystis sp. (strain PCC 6803 / Kazusa)	201	GO:0004540	ribonuclease activity [GO:0004540]
Q55732	unreviewed	Q55732_SYNY3	Sll0397 protein	sll0397	Synechocystis sp. (strain PCC 6803 / Kazusa)	217	GO:0016020	membrane [GO:0016020]
Q55733	unreviewed	Q55733_SYNY3	OmpR subfamily	sll0396	Synechocystis sp. (strain PCC 6803 / Kazusa)	224	GO:0000156; GO:0000976; GO:0005829; GO:0006355; GO:0032993	cytosol [GO:0005829]; protein-DNA complex [GO:0032993]; phosphorelay response regulator activity [GO:0000156]; transcription cis-regulatory region binding [GO:0000976]; regulation of DNA-templated transcription [GO:0006355]
Q55734	unreviewed	Q55734_SYNY3	Sll0395 protein	sll0395	Synechocystis sp. (strain PCC 6803 / Kazusa)	212	GO:0004619; GO:0005737; GO:0006096; GO:0016791	cytoplasm [GO:0005737]; phosphatase activity [GO:0016791]; phosphoglycerate mutase activity [GO:0004619]; glycolytic process [GO:0006096]
Q55735	unreviewed	Q55735_SYNY3	Sll0394 protein	sll0394	Synechocystis sp. (strain PCC 6803 / Kazusa)	208		
Q55737	unreviewed	Q55737_SYNY3	Slr0416 protein	slr0416	Synechocystis sp. (strain PCC 6803 / Kazusa)	146		
Q55739	unreviewed	Q55739_SYNY3	Slr0418 protein	slr0418	Synechocystis sp. (strain PCC 6803 / Kazusa)	303	GO:0016787	hydrolase activity [GO:0016787]
Q55741	unreviewed	Q55741_SYNY3	Sll0384 protein	sll0384	Synechocystis sp. (strain PCC 6803 / Kazusa)	257	GO:0006824; GO:0043190	ATP-binding cassette (ABC) transporter complex [GO:0043190]; cobalt ion transport [GO:0006824]
